Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	AlphaFoldDB	Taxonomic lineage	Organism (ID)
A0A3P7YJ36	unreviewed	A0A3P7YJ36_HELPZ	Golgi pH regulator	HPBE_LOCUS7249	Heligmosomoides polygyrus (Parasitic roundworm)	353	A0A3P7YJ36;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Nematoda (phylum), Chromadorea (class), Rhabditida (order), Rhabditina (suborder), Rhabditomorpha (infraorder), Strongyloidea (superfamily), Heligmosomidae (family), Heligmosomoides (genus)	6339
A0A3P8NN47	unreviewed	A0A3P8NN47_ASTCA	Golgi pH regulator	GPR89B	Astatotilapia calliptera (Eastern happy) (Chromis callipterus)	455	A0A3P8NN47;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Cichlomorphae (superorder), Cichliformes (order), Cichlidae (family), African cichlids (clade), Pseudocrenilabrinae (subfamily), Haplochromini (tribe), Astatotilapia (genus)	8154
A0A3P8NNP1	unreviewed	A0A3P8NNP1_ASTCA	Golgi pH regulator	GPR89B	Astatotilapia calliptera (Eastern happy) (Chromis callipterus)	423	A0A3P8NNP1;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Cichlomorphae (superorder), Cichliformes (order), Cichlidae (family), African cichlids (clade), Pseudocrenilabrinae (subfamily), Haplochromini (tribe), Astatotilapia (genus)	8154
A0A3P8RKI2	unreviewed	A0A3P8RKI2_AMPPE	G protein-coupled receptor 89B	GPR89B	Amphiprion percula (Orange clownfish) (Lutjanus percula)	455	A0A3P8RKI2;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Ovalentaria incertae sedis (no rank), Pomacentridae (family), Amphiprion (genus)	161767
A0A3P8VZB2	unreviewed	A0A3P8VZB2_CYNSE	Golgi pH regulator	GPR89B	Cynoglossus semilaevis (Tongue sole)	416	A0A3P8VZB2;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Carangaria (clade), Pleuronectiformes (order), Pleuronectoidei (suborder), Cynoglossidae (family), Cynoglossinae (subfamily), Cynoglossus (genus)	244447
A0A3P8XI06	unreviewed	A0A3P8XI06_ESOLU	Golgi pH regulator	GPR89B	Esox lucius (Northern pike)	418	A0A3P8XI06;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Protacanthopterygii (clade), Esociformes (order), Esocidae (family), Esox (genus)	8010
A0A3P8XJC9	unreviewed	A0A3P8XJC9_ESOLU	Golgi pH regulator	GPR89B	Esox lucius (Northern pike)	431	A0A3P8XJC9;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Protacanthopterygii (clade), Esociformes (order), Esocidae (family), Esox (genus)	8010
A0A3P9AVA8	unreviewed	A0A3P9AVA8_9CICH	Golgi pH regulator	GPR89B	Maylandia zebra (zebra mbuna)	423	A0A3P9AVA8;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Cichlomorphae (superorder), Cichliformes (order), Cichlidae (family), African cichlids (clade), Pseudocrenilabrinae (subfamily), Haplochromini (tribe), Maylandia (genus), Maylandia zebra complex (no rank)	106582
A0A3P9AVI4	unreviewed	A0A3P9AVI4_9CICH	Golgi pH regulator	GPR89B	Maylandia zebra (zebra mbuna)	455	A0A3P9AVI4;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Cichlomorphae (superorder), Cichliformes (order), Cichlidae (family), African cichlids (clade), Pseudocrenilabrinae (subfamily), Haplochromini (tribe), Maylandia (genus), Maylandia zebra complex (no rank)	106582
A0A3P9HNT8	unreviewed	A0A3P9HNT8_ORYLA	Golgi pH regulator		Oryzias latipes (Japanese rice fish) (Japanese killifish)	423	A0A3P9HNT8;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Atherinomorphae (superorder), Beloniformes (order), Adrianichthyoidei (suborder), Adrianichthyidae (family), Oryziinae (subfamily), Oryzias (genus)	8090
A0A3P9L185	unreviewed	A0A3P9L185_ORYLA	Golgi pH regulator		Oryzias latipes (Japanese rice fish) (Japanese killifish)	455		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Atherinomorphae (superorder), Beloniformes (order), Adrianichthyoidei (suborder), Adrianichthyidae (family), Oryziinae (subfamily), Oryzias (genus)	8090
A0A3P9L1F4	unreviewed	A0A3P9L1F4_ORYLA	Golgi pH regulator		Oryzias latipes (Japanese rice fish) (Japanese killifish)	404	A0A3P9L1F4;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Atherinomorphae (superorder), Beloniformes (order), Adrianichthyoidei (suborder), Adrianichthyidae (family), Oryziinae (subfamily), Oryzias (genus)	8090
A0A3P9MTR0	unreviewed	A0A3P9MTR0_POERE	Golgi pH regulator	GPR89B	Poecilia reticulata (Guppy) (Acanthophacelus reticulatus)	455	A0A3P9MTR0;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Atherinomorphae (superorder), Cyprinodontiformes (order), Cyprinodontoidei (suborder), Poeciliidae (family), Poeciliinae (subfamily), Poecilia (genus)	8081
A0A3P9MU03	unreviewed	A0A3P9MU03_POERE	Golgi pH regulator	GPR89B	Poecilia reticulata (Guppy) (Acanthophacelus reticulatus)	447	A0A3P9MU03;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Atherinomorphae (superorder), Cyprinodontiformes (order), Cyprinodontoidei (suborder), Poeciliidae (family), Poeciliinae (subfamily), Poecilia (genus)	8081
A0A3P9MU22	unreviewed	A0A3P9MU22_POERE	Golgi pH regulator	GPR89B	Poecilia reticulata (Guppy) (Acanthophacelus reticulatus)	404	A0A3P9MU22;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Atherinomorphae (superorder), Cyprinodontiformes (order), Cyprinodontoidei (suborder), Poeciliidae (family), Poeciliinae (subfamily), Poecilia (genus)	8081
A0A3Q0E9H0	unreviewed	A0A3Q0E9H0_CARSF	Golgi pH regulator isoform X3	LOC103268441	Carlito syrichta (Philippine tarsier) (Tarsius syrichta)	402	A0A3Q0E9H0;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Tarsiiformes (infraorder), Tarsiidae (family), Carlito (genus)	1868482
A0A3Q0EBB8	unreviewed	A0A3Q0EBB8_CARSF	Golgi pH regulator isoform X4	LOC103268441	Carlito syrichta (Philippine tarsier) (Tarsius syrichta)	374	A0A3Q0EBB8;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Tarsiiformes (infraorder), Tarsiidae (family), Carlito (genus)	1868482
A0A3Q0ED58	unreviewed	A0A3Q0ED58_CARSF	Golgi pH regulator isoform X2	LOC103268441	Carlito syrichta (Philippine tarsier) (Tarsius syrichta)	430	A0A3Q0ED58;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Tarsiiformes (infraorder), Tarsiidae (family), Carlito (genus)	1868482
A0A3Q0EDS3	unreviewed	A0A3Q0EDS3_CARSF	Golgi pH regulator isoform X5	LOC103268441	Carlito syrichta (Philippine tarsier) (Tarsius syrichta)	335		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Tarsiiformes (infraorder), Tarsiidae (family), Carlito (genus)	1868482
A0A3Q0G2T0	unreviewed	A0A3Q0G2T0_ALLSI	Golgi pH regulator B isoform X1	GPR89B	Alligator sinensis (Chinese alligator)	484	A0A3Q0G2T0;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Crocodylia (order), Alligatoridae (family), Alligatorinae (subfamily), Alligator (genus)	38654
A0A3Q0JHT5	unreviewed	A0A3Q0JHT5_DIACI	Golgi pH regulator-like isoform X1 (Golgi pH regulator-like isoform X2)	LOC103519331	Diaphorina citri (Asian citrus psyllid)	351		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Paraneoptera (cohort), Hemiptera (order), Sternorrhyncha (suborder), Psylloidea (superfamily), Psyllidae (family), Diaphorininae (subfamily), Diaphorina (genus)	121845
A0A3Q0QR02	unreviewed	A0A3Q0QR02_AMPCI	G protein-coupled receptor 89B	GPR89B	Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	455	A0A3Q0QR02;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Cichlomorphae (superorder), Cichliformes (order), Cichlidae (family), New World cichlids (clade), Cichlasomatinae (subfamily), Heroini (tribe), Amphilophus (genus)	61819
